exported_file,source_file,duration_seconds,sample_rate,tone,status,warning
wavs/uncle_normal_0041.wav,cleaned_voice_only/s1 e2/23_manche ta marera jancha yo khashi.mp3,5.919,44100,normal,exported,
wavs/uncle_normal_0042.wav,cleaned_voice_only/s1 e2/24_j vaye pane tyag garna sikna parcha.mp3,7.018,44100,normal,exported,
wavs/uncle_normal_0043.wav,cleaned_voice_only/s1 e2/25_a tesho chai vane na hala k.mp3,2.915,44100,normal,exported,
wavs/uncle_normal_0044.wav,cleaned_voice_only/s1 e2/26_maile pane hijo ek tukra puchhar khako thaue ne.mp3,7.110,44100,normal,exported,
wavs/uncle_normal_0045.wav,cleaned_voice_only/s1 e2/27_maile jhatta eauta kura samjhe k.mp3,9.515,44100,normal,exported,
wavs/uncle_normal_0046.wav,cleaned_voice_only/s1 e2/29_kuching kuching.mp3,3.518,44100,normal,exported,
wavs/uncle_normal_0047.wav,cleaned_voice_only/s1 e2/2_vitrai gayera kura garau na tesho gare kasho hola.mp3,3.202,44100,normal,exported,
wavs/uncle_normal_0048.wav,cleaned_voice_only/s1 e2/30_k garya temi haru le testo pane garnu huncha.mp3,5.322,44100,normal,exported,
wavs/uncle_normal_0049.wav,cleaned_voice_only/s1 e2/32_maobadi le ne khoji ra cha police le ne khoji racha.mp3,9.685,44100,normal,exported,
wavs/uncle_normal_0050.wav,cleaned_voice_only/s1 e2/33_yetro thulo sansar ma ja gayera bashe pane vo ne.mp3,6.011,44100,normal,exported,
wavs/uncle_normal_0051.wav,cleaned_voice_only/s1 e2/34_rajniti ma temi ra ma satru vaye pane.mp3,2.901,44100,normal,exported,
wavs/uncle_normal_0052.wav,cleaned_voice_only/s1 e2/35_chimeko hisab ma timro sapppi vanda najik ko manche ma hu.mp3,4.500,44100,normal,exported,
wavs/uncle_normal_0053.wav,cleaned_voice_only/s1 e2/36_yesto bela eauta chemeki le arko chemeki lai madat.mp3,25.500,44100,normal,exported,Long clip: 25.50s.
wavs/uncle_normal_0054.wav,cleaned_voice_only/s1 e2/3_aba ladai garera aaka re.mp3,8.320,44100,normal,exported,
wavs/uncle_normal_0055.wav,cleaned_voice_only/s1 e2/4_timro khashi lai ne din aako raicha.mp3,4.309,44100,normal,exported,
wavs/uncle_normal_0056.wav,cleaned_voice_only/s1 e2/5_ho yo vauju le chai kura bujchen k.mp3,3.111,44100,normal,exported,
wavs/uncle_normal_0057.wav,cleaned_voice_only/s1 e2/6_yo madan bahadur ta k vako yo.mp3,6.902,44100,normal,exported,
wavs/uncle_normal_0058.wav,cleaned_voice_only/s1 e2/7_la hin babu tero din yeti nai lekhya raicha.mp3,8.209,44100,normal,exported,
wavs/uncle_normal_0059.wav,cleaned_voice_only/s1 e2/8_tara hernush desh ko lagi ladi hidne lai.mp3,6.910,44100,normal,exported,
wavs/uncle_normal_0060.wav,cleaned_voice_only/s1 e2/9_ls safa ta maile garna sakdina eklai le.mp3,5.018,44100,normal,exported,
wavs/uncle_normal_0061.wav,cleaned_voice_only/s1 e5/10_gai bhaisi ko umer ne.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0062.wav,cleaned_voice_only/s1 e5/11_adabaishe vai shakya thaye temi haru ko gai vaisi ko kriya.mp3,9.286,44100,normal,exported,
wavs/uncle_normal_0063.wav,cleaned_voice_only/s1 e5/12_aajkal dherai santan janmyo vaan dekhin.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0064.wav,cleaned_voice_only/s1 e5/13_koi poila gaye hoi hide.mp3,1.478,44100,normal,exported,
wavs/uncle_normal_0065.wav,cleaned_voice_only/s1 e5/14_ you madan bahadur ko oodni ochaune.mp3,9.510,44100,normal,exported,
wavs/uncle_normal_0066.wav,cleaned_voice_only/s1 e5/15_la sappi thok ssaman yesha cha.mp3,5.713,44100,normal,exported,
wavs/uncle_normal_0067.wav,cleaned_voice_only/s1 e5/16_ani timro yo lampat ani yo odni ochaune.mp3,8.976,44100,normal,exported,
wavs/uncle_normal_0068.wav,cleaned_voice_only/s1 e5/17_ani teshpachi yo thaal kachaura.mp3,10.019,44100,normal,exported,
wavs/uncle_normal_0069.wav,cleaned_voice_only/s1 e5/18_temi le ta bhado matra chodya theyau.mp3,7.601,44100,normal,exported,
wavs/uncle_normal_0070.wav,cleaned_voice_only/s1 e5/19_das barsha samma poko parera rakhda rakhda sukyo ne.mp3,7.622,44100,normal,exported,
wavs/uncle_normal_0071.wav,cleaned_voice_only/s1 e5/1_kasto kach kach gare rako bakhra ko puchhar khako jasto.mp3,4.522,44100,normal,exported,
wavs/uncle_normal_0072.wav,cleaned_voice_only/s1 e5/20_hera hai madanbahadur mero kaan bata haat.mp3,2.911,44100,normal,exported,
wavs/uncle_normal_0073.wav,cleaned_voice_only/s1 e5/22_timro haat jhika madan bahadur.mp3,8.602,44100,normal,exported,
wavs/uncle_normal_0074.wav,cleaned_voice_only/s1 e5/23_a mali dharma putra palna lagnu vako.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0075.wav,cleaned_voice_only/s1 e5/24_karyala ma gayera kagaj patra pane.mp3,5.488,44100,normal,exported,
wavs/uncle_normal_0076.wav,cleaned_voice_only/s1 e5/25_ma pane mero thaar paribartan garera gurung rakchu.mp3,5.614,44100,normal,exported,
wavs/uncle_normal_0077.wav,cleaned_voice_only/s1 e5/26_usho vaye yesho garau na ta.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0078.wav,cleaned_voice_only/s1 e5/27_i love hari bahadur teshai le.mp3,5.371,44100,normal,exported,
wavs/uncle_normal_0079.wav,cleaned_voice_only/s1 e5/28_a budi aba naruda kasho hola.mp3,6.516,44100,normal,exported,
wavs/uncle_normal_0080.wav,cleaned_voice_only/s1 e5/29_ma timro ghar ma basdina aba ma.mp3,5.120,44100,normal,exported,
wavs/uncle_normal_0081.wav,cleaned_voice_only/s1 e5/2_mashu mashu alikati hami pane lina paryo k.mp3,4.015,44100,normal,exported,
wavs/uncle_normal_0082.wav,cleaned_voice_only/s1 e5/30_a budi hami pane waha lai kei deyera.mp3,5.017,44100,normal,exported,
wavs/uncle_normal_0083.wav,cleaned_voice_only/s1 e5/31_a aafno kaam ta aafai garnu pare halcha ne.mp3,10.007,44100,normal,exported,
wavs/uncle_normal_0084.wav,cleaned_voice_only/s1 e5/32_a namaskar hai sasu aama sashura ba.mp3,5.206,44100,normal,exported,
wavs/uncle_normal_0085.wav,cleaned_voice_only/s1 e5/33_a darshan ba aba dekhi aauda kheri.mp3,10.014,44100,normal,exported,
wavs/uncle_normal_0086.wav,cleaned_voice_only/s1 e5/34_a ekchin ekchin eauta emergency.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0087.wav,cleaned_voice_only/s1 e5/35_kure rakhnu hai tesho gare kasho hola.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0088.wav,cleaned_voice_only/s1 e5/36_kul debta dhog dhog mero sasu sashura.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0089.wav,cleaned_voice_only/s1 e5/37_jhoot bolera mero madat gardinu paryo.mp3,3.919,44100,normal,exported,
wavs/uncle_normal_0090.wav,cleaned_voice_only/s1 e5/38_k gardinu paryo vandekhin ma tapaiko ardhali hoina.mp3,9.405,44100,normal,exported,
wavs/uncle_normal_0091.wav,cleaned_voice_only/s1 e5/39_bihera sasu sasura aaunu vako cha.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0092.wav,cleaned_voice_only/s1 e5/3_ biralo le khayo ke.mp3,1.101,44100,normal,exported,
wavs/uncle_normal_0093.wav,cleaned_voice_only/s1 e5/40_baseko vandinu na hai vaneko mannu vako chaina.mp3,6.988,44100,normal,exported,
wavs/uncle_normal_0094.wav,cleaned_voice_only/s1 e5/40_k garne ta aba.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0095.wav,cleaned_voice_only/s1 e5/41_baal ma bashya manche huncha tesho gare kasho hola.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0096.wav,cleaned_voice_only/s1 e5/42_a tyo hame yo ghar baal ma deko k.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0097.wav,cleaned_voice_only/s1 e5/43_duita bhura haru matra kina basnu.mp3,9.927,44100,normal,exported,
wavs/uncle_normal_0098.wav,cleaned_voice_only/s1 e5/44_bashe rane jau vitrai jau hehe hehe.mp3,9.999,44100,normal,exported,
wavs/uncle_normal_0099.wav,cleaned_voice_only/s1 e5/4_saag ra sisno khayeko besha aananda maan le.mp3,9.401,44100,normal,exported,
wavs/uncle_normal_0100.wav,cleaned_voice_only/s1 e5/5_ani bhansha ma terto thulo kukhura katera khada.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0101.wav,cleaned_voice_only/s1 e5/6_chokta tanda kheri temi haru lai paap lagcha.mp3,2.079,44100,normal,exported,
wavs/uncle_normal_0102.wav,"cleaned_voice_only/s1 e5/7_temi samaj bolau, tyo samaj lai hami le pane chinya cha.mp3",9.508,44100,normal,exported,
wavs/uncle_normal_0103.wav,cleaned_voice_only/s1 e5/8_laure bhai le jasti ijjat garera bolaunu parcha.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0104.wav,cleaned_voice_only/s1 e5/9_mali ta yo gau ma yo laure bhai le jasto.mp3,9.489,44100,normal,exported,
wavs/uncle_normal_0105.wav,cleaned_voice_only/s1 e6/10_mero chemeki cha ne tyo madan bahadur vanne.mp3,8.812,44100,normal,exported,
wavs/uncle_normal_0106.wav,cleaned_voice_only/s1 e6/11_tyo sanga temi le beha garchu vandau na.mp3,4.106,44100,normal,exported,
wavs/uncle_normal_0107.wav,cleaned_voice_only/s1 e6/12_sachekai beha garne hoina kya.mp3,7.507,44100,normal,exported,
wavs/uncle_normal_0108.wav,cleaned_voice_only/s1 e6/13_a sali nani tyo kisne.mp3,8.109,44100,normal,exported,
wavs/uncle_normal_0109.wav,cleaned_voice_only/s1 e6/14_tesho vanera huncha vinaju ko lagi.mp3,10.016,44100,normal,exported,
wavs/uncle_normal_0110.wav,cleaned_voice_only/s1 e6/15_tyo galyo tyo galyo aba.mp3,9.715,44100,normal,exported,
wavs/uncle_normal_0111.wav,cleaned_voice_only/s1 e6/16_tyo galyo aba tesko ghar pane jalyo.mp3,5.123,44100,normal,exported,
wavs/uncle_normal_0112.wav,cleaned_voice_only/s1 e6/17_u tyo tyo duita glass pane dau na.mp3,5.023,44100,normal,exported,
wavs/uncle_normal_0113.wav,cleaned_voice_only/s1 e6/18_jabar jasti fasha cha re maile.mp3,10.023,44100,normal,exported,
wavs/uncle_normal_0114.wav,cleaned_voice_only/s1 e6/19_ho ma haam falera mardinchu.mp3,9.717,44100,normal,exported,
wavs/uncle_normal_0115.wav,cleaned_voice_only/s1 e6/1_baa le taha paunu vayena hola a sasura budo.mp3,7.411,44100,normal,exported,
wavs/uncle_normal_0116.wav,cleaned_voice_only/s1 e6/20_ekai chin ma huncha huncha vanche.mp3,10.012,44100,normal,exported,
wavs/uncle_normal_0117.wav,cleaned_voice_only/s1 e6/21_chup hai chup aayo a babu kishna.mp3,8.505,44100,normal,exported,
wavs/uncle_normal_0118.wav,cleaned_voice_only/s1 e6/22_gunda gunda tapai ta ramri kt.mp3,9.017,44100,normal,exported,
wavs/uncle_normal_0119.wav,cleaned_voice_only/s1 e6/23_tyo ta ho mali tahacha.mp3,10.031,44100,normal,exported,
wavs/uncle_normal_0120.wav,cleaned_voice_only/s1 e6/24_yesto yo ganaune jhol khanchan.mp3,8.987,44100,normal,exported,
wavs/uncle_normal_0121.wav,cleaned_voice_only/s1 e6/25_usko swasni balatkar ma pareki.mp3,10.013,44100,normal,exported,
wavs/uncle_normal_0122.wav,cleaned_voice_only/s1 e6/26_aba balatkar ma pareki swasni lai.mp3,6.508,44100,normal,exported,
wavs/uncle_normal_0123.wav,cleaned_voice_only/s1 e6/27_mali ta kaihale kahi ta.mp3,9.513,44100,normal,exported,
wavs/uncle_normal_0124.wav,cleaned_voice_only/s1 e6/28_u mero sali bani behora sil swavav.mp3,10.007,44100,normal,exported,
wavs/uncle_normal_0125.wav,cleaned_voice_only/s1 e6/29_aangsha magda kheri bato le.mp3,9.122,44100,normal,exported,
wavs/uncle_normal_0126.wav,cleaned_voice_only/s1 e6/2_ramro kotha baal ma deya ramro paisa aaucha k.mp3,5.020,44100,normal,exported,
wavs/uncle_normal_0127.wav,cleaned_voice_only/s1 e6/30_ho tyo pane line tesho gare kasho hola.mp3,9.513,44100,normal,exported,
wavs/uncle_normal_0128.wav,cleaned_voice_only/s1 e6/31_ho tyo pane line tesho gare kasho hola.mp3,9.510,44100,normal,exported,
wavs/uncle_normal_0129.wav,cleaned_voice_only/s1 e6/32_ani usko naam ma gayera voli palta pas gardine_original_clear.m4a,9.810,44100,normal,exported,
wavs/uncle_normal_0130.wav,cleaned_voice_only/s1 e6/3_yo kura yete mai simit rakhau hai.mp3,10.010,44100,normal,exported,
wavs/uncle_normal_0131.wav,cleaned_voice_only/s1 e6/4_na vannush hai ulai na vannu hai.mp3,10.017,44100,normal,exported,
wavs/uncle_normal_0132.wav,cleaned_voice_only/s1 e6/5_laure vai le bihenai alikati tharra dinu vayecha.mp3,7.004,44100,normal,exported,
wavs/uncle_normal_0133.wav,cleaned_voice_only/s1 e6/6_temi chai dui char din basdau na.mp3,7.209,44100,normal,exported,
wavs/uncle_normal_0134.wav,cleaned_voice_only/s1 e6/8_ma sanga thulo karyakram nai cha.mp3,4.009,44100,normal,exported,
wavs/uncle_normal_0135.wav,cleaned_voice_only/s1 e6/9_tesho navannush na tapai_crying.mp3,8.608,44100,normal,exported,
